chip_filename,lat,lon,salar,ssi_delta,gaia_prob,severidad
-24.6769_-68.5164.npy,-24.676884,-68.516354,salar_punta_negra,0.1837,0.0659,media
-24.6854_-68.5170.npy,-24.685401,-68.517025,salar_punta_negra,0.2534,0.1021,alta
-24.6767_-68.5219.npy,-24.676701,-68.521931,salar_punta_negra,0.179,0.0652,media
-24.6816_-68.5248.npy,-24.681576,-68.524823,salar_punta_negra,0.2038,0.0848,alta
-24.6822_-68.5294.npy,-24.682244,-68.529357,salar_punta_negra,0.2013,0.2168,alta
-24.6870_-68.5274.npy,-24.687001,-68.527424,salar_punta_negra,0.1973,0.2169,media
-24.6804_-68.5380.npy,-24.680358,-68.538001,salar_punta_negra,0.1916,0.2106,media
-24.6762_-68.5392.npy,-24.676229,-68.539156,salar_punta_negra,0.2135,0.0813,alta
-24.6640_-68.5413.npy,-24.664016,-68.541326,salar_punta_negra,0.2548,0.0814,alta
-24.6670_-68.5447.npy,-24.667037,-68.54471,salar_punta_negra,0.2129,0.0887,alta
-24.6765_-68.5466.npy,-24.676509,-68.546584,salar_punta_negra,0.1691,0.0661,media
-24.6635_-68.5577.npy,-24.663537,-68.557708,salar_punta_negra,0.1805,0.0958,media
-24.6681_-68.5550.npy,-24.66809,-68.555041,salar_punta_negra,0.1609,0.0702,media
-24.6575_-68.5648.npy,-24.657471,-68.564822,salar_punta_negra,0.2567,0.076,alta
-24.6770_-68.5670.npy,-24.676978,-68.567007,salar_punta_negra,0.2039,0.1057,alta
-24.7287_-68.5800.npy,-24.728712,-68.579983,salar_punta_negra,0.1989,0.1033,media
-24.7050_-68.5791.npy,-24.70501,-68.579104,salar_punta_negra,0.2108,0.1232,alta
-24.7791_-68.5849.npy,-24.779065,-68.584913,salar_punta_negra,0.1794,0.0691,media
-24.7234_-68.5891.npy,-24.723375,-68.589069,salar_punta_negra,0.2095,0.0767,alta
-24.6764_-68.5866.npy,-24.676441,-68.586643,salar_punta_negra,0.173,0.0908,media
-24.5132_-68.5870.npy,-24.513161,-68.587023,salar_punta_negra,0.1914,0.0479,media
-24.5226_-68.5881.npy,-24.522598,-68.588099,salar_punta_negra,0.1764,0.0608,media
-24.7055_-68.5883.npy,-24.705453,-68.588281,salar_punta_negra,0.2076,0.0898,alta
-24.7907_-68.5903.npy,-24.79067,-68.590251,salar_punta_negra,0.1379,0.0828,media
-24.7047_-68.5919.npy,-24.70474,-68.591851,salar_punta_negra,0.1662,0.0843,media
-24.7594_-68.5935.npy,-24.759406,-68.593499,salar_punta_negra,0.1981,0.1066,media
-24.7265_-68.5932.npy,-24.726515,-68.59323,salar_punta_negra,0.1972,0.0921,media
-24.7126_-68.5960.npy,-24.712621,-68.59602,salar_punta_negra,0.1653,0.0976,media
-24.7695_-68.5969.npy,-24.769514,-68.596858,salar_punta_negra,0.1908,0.0889,media
-24.7534_-68.6007.npy,-24.753373,-68.60074,salar_punta_negra,0.1867,0.0949,media
-24.7119_-68.6048.npy,-24.711905,-68.6048,salar_punta_negra,0.1405,0.0915,media
-24.7270_-68.6072.npy,-24.727017,-68.607213,salar_punta_negra,0.2006,0.084,alta
-24.7709_-68.6086.npy,-24.770851,-68.608574,salar_punta_negra,0.1807,0.0825,media
-24.7522_-68.6074.npy,-24.752218,-68.607442,salar_punta_negra,0.1643,0.0885,media
-24.7054_-68.6078.npy,-24.705414,-68.607752,salar_punta_negra,0.2316,0.0819,alta
-24.7732_-68.6087.npy,-24.773205,-68.608698,salar_punta_negra,0.18,0.0758,media
-24.7021_-68.6135.npy,-24.702112,-68.6135,salar_punta_negra,0.197,0.0975,media
-24.6247_-68.6284.npy,-24.62474,-68.628356,salar_punta_negra,0.1487,0.0788,media
-24.6251_-68.6315.npy,-24.625129,-68.631474,salar_punta_negra,0.1606,0.0769,media
-24.7774_-68.6303.npy,-24.777372,-68.630281,salar_punta_negra,0.1961,0.0816,media
-24.7814_-68.6324.npy,-24.781406,-68.632407,salar_punta_negra,0.1932,0.064,media
-24.7545_-68.6394.npy,-24.754528,-68.639422,salar_punta_negra,0.1935,0.1006,media
-24.7579_-68.6434.npy,-24.757948,-68.643385,salar_punta_negra,0.2143,0.072,alta
-24.7289_-68.6467.npy,-24.728931,-68.646728,salar_punta_negra,0.234,0.075,alta
-24.7554_-68.6442.npy,-24.755359,-68.64421,salar_punta_negra,0.1924,0.0666,media
-24.7340_-68.6523.npy,-24.734013,-68.652278,salar_punta_negra,0.1621,0.0863,media
-24.7186_-68.6562.npy,-24.718594,-68.656247,salar_punta_negra,0.2187,0.0754,alta
-24.7754_-68.6549.npy,-24.775378,-68.654906,salar_punta_negra,0.1513,0.0882,media
-24.7215_-68.6588.npy,-24.721457,-68.65876,salar_punta_negra,0.1766,0.0835,media
-24.7716_-68.6600.npy,-24.771644,-68.659974,salar_punta_negra,0.2435,0.0738,alta
-24.7155_-68.6642.npy,-24.715456,-68.664166,salar_punta_negra,0.1809,0.0701,media
-26.1117_-67.4034.npy,-26.111708,-67.403392,salar_aguilar,0.2153,0.2309,alta
-26.1032_-67.4289.npy,-26.10318,-67.42887,salar_aguilar,0.1985,0.1307,media
