ID,NOMBRE_INSTALACION,REGION,COMUNA,ESTADO_INSTALACION,LATITUD,LONGITUD,DIST_RIO_M,DIST_ZONA_HAB_50P_KM2_M,RIO_1KM,RIO_5KM,HAB_1KM,HAB_5KM
0570-4N,LAMAS 1,Coquimbo,La Serena,ACTIVO,-29.9808495808717,-71.0555236232398,473.9,140.4,1,1,1,1
0571-4N,LAMAS 2,Coquimbo,La Serena,ACTIVO,-29.9807552749616,-71.0529789839347,719.3,268.4,1,1,1,1
0572-4N,TRANQUE DE ARENAS 1-2,Coquimbo,La Serena,ACTIVO,-29.9809325192304,-71.0540120093139,618.6,201.5,1,1,1,1
0573-4N,LAMAS 3,Coquimbo,La Serena,ACTIVO,-29.9795198951931,-71.0541667669074,632.3,120.7,1,1,1,1
0574-4N,LAMAS SECAS,Coquimbo,La Serena,INACTIVO,-29.9816548682033,-71.0543872781285,581.4,249.7,1,1,1,1
0575-4N,PANULES,Coquimbo,Vicuña,ACTIVO,-29.8882669141745,-70.9233322737318,606.3,8305.9,1,1,0,0
0576-4N,DON ARTURO 1,Coquimbo,Vicuña,ABANDONADO,-29.8895105902895,-70.8861379475794,245.2,10386.6,1,1,0,0
0577-4N,DON ARTURO 2,Coquimbo,Vicuña,ABANDONADO,-29.8925219283045,-70.8902513022311,324.9,9869.5,1,1,0,0
0578-4N,TALCUNA 2,Coquimbo,Vicuña,INACTIVO,-29.8908010402974,-70.888875511785,151.0,10097.4,1,1,0,0
0579-4N,TALCUNA 3,Coquimbo,Vicuña,INACTIVO,-29.89170002904,-70.8931732293034,234.1,9733.6,1,1,0,0
0580-4N,TALCUNA 1-2-3,Coquimbo,Vicuña,ABANDONADO,-29.8845539333542,-70.8824783705101,150.9,11022.3,1,1,0,0
0581-4N,YENNY (EX TALCUNA 1-2),Coquimbo,Vicuña,INACTIVO,-29.8843792038028,-70.8672526336713,375.0,12124.6,1,1,0,0
0582-4N,LA REPRESA,Coquimbo,Vicuña,INACTIVO,-29.9723901774366,-70.9980944781613,1262.5,1063.5,0,1,0,1
0583-4N,LINDEROS (EX DON GUILLERMO),Coquimbo,Vicuña,INACTIVO,-29.9753381381549,-70.9951866637587,836.9,1092.4,1,1,0,1
0584-4N,DEPOSITO RELAVES FILTRADOS MARGARITA I,Coquimbo,Combarbalá,ACTIVO,-30.8825912623031,-71.148199618134,1991.2,7386.3,0,1,0,0
0585-4N,PONIENTE,Coquimbo,Illapel,INACTIVO,-31.6642821342306,-71.2527440058024,69.2,3096.7,1,1,0,1
0586-4N,CENTRAL (EX EL MAITEN 1+2A+2B+3,Coquimbo,Illapel,INACTIVO,-31.6637213912487,-71.2520453570394,95.3,3013.4,1,1,0,1
0587-4N,ORIENTE,Coquimbo,Illapel,INACTIVO,-31.6636753697627,-71.2513013589737,100.4,2945.3,1,1,0,1
0588-4N,RELAVES ANTIGUOS,Coquimbo,Andacollo,INACTIVO,-30.2036092245675,-71.0855081957886,2283.6,1975.3,0,1,0,1
0589-4N,ARENILLAS 2,Coquimbo,Andacollo,ACTIVO,-30.2031033169335,-71.0864967081757,2370.6,2018.2,0,1,0,1
0590-4N,ARENILLAS 3,Coquimbo,Andacollo,INACTIVO,-30.2010247063603,-71.0876116685372,2624.1,2239.0,0,1,0,1
0591-4N,ARENILLAS 4,Coquimbo,Andacollo,INACTIVO,-30.2018771603104,-71.0874741426708,2532.1,2145.6,0,1,0,1
0592-4N,EMBALSE RELAVE CANELA,Coquimbo,Canela,INACTIVO,-31.3809225209038,-71.2816154253033,250.4,9421.5,1,1,0,0
0593-4N,TRANQUE DE RELAVE,Coquimbo,Canela,ABANDONADO,-31.3940214953794,-71.4385539355837,54.6,847.1,1,1,1,1
0594-4N,RELAVE,Coquimbo,Monte Patria,ABANDONADO,-30.9034132314039,-70.947245219337,47.6,5612.5,1,1,0,0
0595-4N,LA CABRA Y TALINAY,Coquimbo,Ovalle,ACTIVO,-30.9153640397421,-71.6807528539753,1589.0,5988.6,0,1,0,0
0596-4N,EL INCIENSO 1,Coquimbo,Ovalle,ABANDONADO,-30.4671561720711,-71.1672341880481,654.1,575.8,1,1,1,1
0597-4N,EL INCIENSO 2,Coquimbo,Ovalle,ABANDONADO,-30.4667665055983,-71.1663798367504,572.2,494.9,1,1,1,1
0598-4N,BARRAZA 1,Coquimbo,Ovalle,ABANDONADO,-30.7035220584632,-71.5070413235091,764.5,960.3,1,1,1,1
0599-4N,CONTACTO,Coquimbo,Paiguano,ABANDONADO,-29.9893844128725,-70.5419097362429,154.6,1694.2,1,1,0,1
0600-4N,ALMENDRAL 1-2-3,Coquimbo,Vicuña,ABANDONADO,-29.9827884137337,-70.9038091285304,170.1,4988.7,1,1,0,1
0601-4N,LOS PINGOS 2,Coquimbo,Monte Patria,INACTIVO,-30.9482721812295,-70.4977541985581,338.5,22369.3,1,1,0,0
0602-4N,El Espino,Coquimbo,Illapel,EN CONSTRUCCION,-31.4110134545024,-71.1010235891109,975.8,19598.2,1,1,0,0
0603-4N,LLAMUCO 3,Coquimbo,Salamanca,ABANDONADO,-31.6893294886721,-70.7759621070054,106.2,18568.5,1,1,0,0
0604-4N,LLAMUCO 1,Coquimbo,Salamanca,ABANDONADO,-31.6872152005191,-70.7769834387975,9.5,18600.1,1,1,0,0
0605-4N,LLAMUCO 2,Coquimbo,Salamanca,ABANDONADO,-31.6887027503479,-70.7776986398472,58.3,18459.3,1,1,0,0
0606-4N,EL DURAZNO,Coquimbo,Salamanca,ABANDONADO,-31.9207998038968,-70.8795933109494,234.1,9165.1,1,1,0,0
0607-4N,TRANQUE 1,Coquimbo,Illapel,INACTIVO,-31.6190390070694,-71.1438551416309,286.6,391.6,1,1,1,1
0608-4N,TRANQUE 2,Coquimbo,Illapel,INACTIVO,-31.6179069864617,-71.1440804116886,263.0,466.5,1,1,1,1
0609-4N,PLANTA ILLAPEL Nº3,Coquimbo,Illapel,ACTIVO,-31.6165440841181,-71.1447714736904,214.6,457.1,1,1,1,1
0610-4N,SANTA FILOMENA 1,Coquimbo,Salamanca,ABANDONADO,-31.7297596318227,-70.9425316173372,115.4,3919.5,1,1,0,1
0611-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.3737626080467,-71.139969895993,842.7,10119.2,1,1,0,0
0612-4N,SECTOR LLAHUIN,Coquimbo,Combarbalá,ABANDONADO,-31.3281925018829,-71.0250520842291,193.2,15513.5,1,1,0,0
0613-4N,EMBALSE DE RELAVES II,Coquimbo,La Higuera,EN CONSTRUCCION,-29.3434882211569,-71.1468209474936,299.4,10505.0,1,1,0,0
0614-4N,DESCONOCIDO,Coquimbo,Vicuña,ABANDONADO,-29.8914131114293,-70.8986063537755,202.3,9397.7,1,1,0,0
0615-4N,EMBALSE EL MENTA,Coquimbo,Combarbalá,ABANDONADO,-30.883896921675,-71.1487185668616,2135.6,7382.9,0,1,0,0
0616-4N,DESCONOCIDO,Coquimbo,Combarbalá,ABANDONADO,-31.1070336607156,-71.1583235857237,696.1,707.0,1,1,1,1
0617-4N,DESCONOCIDO,Coquimbo,Punitaqui,ABANDONADO,-30.8602438710366,-71.2192268804489,323.2,402.3,1,1,1,1
0618-4N,LA CALDERA,Coquimbo,Andacollo,ABANDONADO,-30.3041222051403,-71.1423084526566,225.4,5666.1,1,1,0,0
0619-4N,LAS ROJAS 1 ,Coquimbo,La Serena,ABANDONADO,-29.9822315484438,-71.0665434678159,516.6,397.9,1,1,1,1
0620-4N,SANTA ELENA,Coquimbo,La Serena,ABANDONADO,-29.8467963813277,-71.1235497928231,342.4,154.0,1,1,1,1
0621-4N,RIVERA (ACOPIO),Coquimbo,La Higuera,ABANDONADO,-29.3651845274111,-71.1147197708309,250.1,7963.3,1,1,0,0
0622-4N,TRANQUE DE RELAVE ,Coquimbo,Combarbalá,ABANDONADO,-31.1753665643513,-71.010683824704,732.1,540.8,1,1,1,1
0623-4N,CUBETA 1,Coquimbo,Coquimbo,ABANDONADO,-29.9720792050512,-71.3439849575922,1558.0,312.5,0,1,1,1
0624-4N,CUBETA 2,Coquimbo,Coquimbo,ABANDONADO,-29.971548937554,-71.3443376728754,1571.7,266.8,0,1,1,1
0625-4N,ESTANQUE 1-2-3-4-5-6,Coquimbo,Salamanca,ABANDONADO,-31.9296737889303,-70.9262081164679,648.9,11029.9,1,1,0,0
0626-4N,RELAVE CHIRIPA,Coquimbo,Salamanca,ABANDONADO,-31.9770945597502,-70.9153926866634,76.4,15739.9,1,1,0,0
0627-4N,LA RESERVA 1-2-3-4-5,Coquimbo,Vicuña,ABANDONADO,-29.9682609136001,-70.9665753084926,109.2,428.3,1,1,1,1
0628-4N,DELIRIO 1,Coquimbo,Punitaqui,ABANDONADO,-30.8796234421431,-71.2407281975648,288.7,1352.0,1,1,0,1
0629-4N,DELIRIO 3,Coquimbo,Punitaqui,ABANDONADO,-30.8789390926217,-71.2419320243429,173.7,1390.5,1,1,0,1
0630-4N,LA QUIROGA 1,Coquimbo,Ovalle,ABANDONADO,-30.5507109660452,-71.3682318508749,61.9,3578.8,1,1,0,1
0631-4N,ALGARROBAL (ACOPIO),Coquimbo,La Higuera,ABANDONADO,-29.3546533377404,-71.1289924424403,281.1,8949.4,1,1,0,0
0632-4N,FLOR DE VALLE 1,Coquimbo,Combarbalá,ABANDONADO,-31.2222265280046,-71.0595045953683,786.2,5204.2,1,1,0,0
0633-4N,FLOR DE VALLE 2,Coquimbo,Combarbalá,ABANDONADO,-31.222147832057,-71.0597316264851,796.9,5212.7,1,1,0,0
0634-4N,LOS VALIENTES 1,Coquimbo,Andacollo,ABANDONADO,-30.2398248918878,-71.0940458978176,829.9,360.4,1,1,1,1
0635-4N,TRANQUE DE 1-2,Coquimbo,Andacollo,INACTIVO,-30.2377561943003,-71.0836862326267,166.4,315.0,1,1,1,1
0636-4N,AGUA GRANDE ,Coquimbo,La Higuera,ABANDONADO,-29.4988700402677,-71.0632683888254,127.4,17955.1,1,1,0,0
0637-4N,ZEBALLOS 1-2-3,Coquimbo,Vicuña,ABANDONADO,-29.8827992678127,-70.8820302161418,55.9,11190.0,1,1,0,0
0638-4N,EL PINGO 0,Coquimbo,Monte Patria,ABANDONADO,-30.8456287571483,-70.583102622844,177.1,11731.9,1,1,0,0
0639-4N,EL PINGO 1,Coquimbo,Monte Patria,ABANDONADO,-30.8458362321454,-70.5824894063549,118.5,11788.3,1,1,0,0
0640-4N,EL PINGO 2,Coquimbo,Monte Patria,ABANDONADO,-30.8458688890105,-70.5834753873963,212.7,11694.1,1,1,0,0
0641-4N,TRANQUE,Coquimbo,Monte Patria,ABANDONADO,-30.8486943839823,-70.5817715253146,93.9,11834.8,1,1,0,0
0642-4N,ENRIQUETA 2,Coquimbo,La Higuera,ABANDONADO,-29.3639200953326,-71.1167010672289,197.8,8090.8,1,1,0,0
0643-4N,EL TRAPICHE 1,Coquimbo,La Higuera,ABANDONADO,-29.3550826855345,-71.129405746575,219.6,8998.5,1,1,0,0
0644-4N,EL TRAPICHE 2,Coquimbo,La Higuera,ABANDONADO,-29.3553511869077,-71.1300221950326,155.1,9063.2,1,1,0,0
0645-4N,DEPOSITO ANTIGUO,Coquimbo,Illapel,ABANDONADO,-31.3735044160088,-71.0729458608311,3165.4,21082.9,0,1,0,0
0646-4N,DESCONOCIDO,Coquimbo,Vicuña,ABANDONADO,-29.8888033343631,-70.8907553267322,86.2,10126.0,1,1,0,0
0647-4N,DESCONOCIDO,Coquimbo,Illapel,ABANDONADO,-31.6376059690132,-71.1697987706112,217.8,219.2,1,1,1,1
0648-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2483567254096,-71.1067149902215,1647.4,955.1,0,1,1,1
0649-4N,SOR TERESA,Coquimbo,La Higuera,ABANDONADO,-29.3590656029866,-71.1224839536755,434.0,8454.0,1,1,0,0
0650-4N,DESCONOCIDO,Coquimbo,Combarbalá,ABANDONADO,-31.245893093471,-71.0155257347022,222.6,6413.0,1,1,0,0
0651-4N,EMBALSE EL ROMERO,Coquimbo,Illapel,ABANDONADO,-31.4153956196721,-71.0590022684328,360.8,19116.7,1,1,0,0
0652-4N,PISCINA RELAVE PLANTA ESTRELLA,Coquimbo,La Serena,EN REVISION,-30.0351491193395,-71.1131419253737,85.3,5275.5,1,1,0,0
0653-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2563185440064,-71.0785065493254,1091.4,265.6,0,1,1,1
0654-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2560711554702,-71.0733000327959,1579.8,703.8,0,1,1,1
0655-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2409576178087,-71.0903001782647,469.7,367.9,1,1,1,1
0656-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2265414494703,-71.0637237800654,400.8,871.5,1,1,1,1
0657-4N,VALLE HERMOSO,Coquimbo,Combarbalá,ABANDONADO,-31.2565874251959,-71.0041243560677,129.0,7594.2,1,1,0,0
0658-4N,EMBALSE DE RELAVE,Coquimbo,Combarbalá,ACTIVO,-31.2140392908411,-71.0612170191331,472.9,4714.3,1,1,0,1
0659-4N,PISCINA NADZIEJA,Coquimbo,Andacollo,INACTIVO,-30.2596666043761,-71.0161258413126,3809.1,5581.2,0,1,0,0
0660-4N,ACOPIO,Coquimbo,La Higuera,ABANDONADO,-29.4808030281262,-71.0742787424191,66.7,16170.3,1,1,0,0
0661-4N,TRANQUE DE RELAVE,Coquimbo,Andacollo,ABANDONADO,-30.2254897985671,-71.0550557801299,100.1,1699.2,1,1,0,1
0662-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2226580430161,-71.073588836611,28.6,674.9,1,1,1,1
0663-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2446626747107,-71.0854838929937,61.3,359.8,1,1,1,1
0664-4N,DESCONOCIDO,Coquimbo,Andacollo,ABANDONADO,-30.2317786015141,-71.0948084234868,903.3,326.8,1,1,1,1
0665-4N,RELAVE HONORES,Coquimbo,Andacollo,ABANDONADO,-30.2338789241121,-71.0879923379298,247.7,452.3,1,1,1,1
0666-4N,CALETONES,Coquimbo,Andacollo,ACTIVO,-30.2236229393079,-71.074525697421,78.1,624.4,1,1,1,1
0667-4N,CALETONES,Coquimbo,Andacollo,ACTIVO,-30.2255625397473,-71.0752171986506,292.6,537.1,1,1,1,1
0668-4N,DEPOSITO DE RELAVES,Coquimbo,La Serena,ABANDONADO,-29.6730561278824,-71.1772583719688,2.6,6182.5,1,1,0,0
0669-4N,LA PALMA,Coquimbo,Canela,ACTIVO,-31.2310951191001,-71.5836762299265,17.1,2960.3,1,1,0,1
0670-3N,TRANQUE DE RELAVE,Atacama,Copiapó,INACTIVO,-27.4089392410082,-70.3553219294226,163.4,439.9,1,1,1,1
0671-5C,CERRO NEGRO 1,Valparaíso,Cabildo,ABANDONADO,-32.5833763390807,-70.8781319618934,70.9,471.0,1,1,1,1
0672-5C,CERRO NEGRO 2,Valparaíso,Cabildo,ABANDONADO,-32.582476405741,-70.8791252631868,64.3,342.1,1,1,1,1
0673-5C,CERRO NEGRO 3,Valparaíso,Cabildo,ABANDONADO,-32.5809706167376,-70.8812358506469,30.9,171.6,1,1,1,1
0674-5C,CERRO NEGRO 4,Valparaíso,Cabildo,ABANDONADO,-32.5799642771577,-70.8836749092877,142.2,308.6,1,1,1,1
0675-5C,CERRO NEGRO 5,Valparaíso,Cabildo,INACTIVO,-32.5785162277889,-70.8868939033278,302.3,619.0,1,1,1,1
0676-5C,CERRO NEGRO 6,Valparaíso,Cabildo,INACTIVO,-32.5758297126577,-70.8921914373136,201.5,683.4,1,1,1,1
0677-5C,RELAVE FILTRADO,Valparaíso,Cabildo,ACTIVO,-32.5794549697388,-70.887999400554,198.5,711.5,1,1,1,1
0678-5C,VETA DEL AGUA 1-2-3-4,Valparaíso,Nogales,ABANDONADO,-32.6849796993313,-71.1312350787951,265.5,1673.5,1,1,0,1
0679-5C,VETA DEL AGUA 5,Valparaíso,Nogales,ABANDONADO,-32.6841312108322,-71.1293176290062,67.8,1676.2,1,1,0,1
0680-5C,VETA DEL AGUA 6,Valparaíso,Nogales,ACTIVO,-32.6830105061873,-71.1353607607985,194.7,1338.6,1,1,0,1
0681-5C,EL ESCORIAL 1,Valparaíso,Cabildo,ABANDONADO,-32.4237870403571,-71.0667155909507,208.0,395.5,1,1,1,1
0682-5C,EL ESCORIAL 2,Valparaíso,Cabildo,ABANDONADO,-32.423936131168,-71.0671455121434,187.9,436.0,1,1,1,1
0683-5C,EL ESCORIAL 3,Valparaíso,Cabildo,ABANDONADO,-32.4241554284852,-71.0676421628112,172.0,486.8,1,1,1,1
0684-5C,LA PACIENCIA,Valparaíso,Rinconada,ABANDONADO,-32.8372629381517,-70.7120756285748,544.9,627.0,1,1,1,1
0685-5C,EL SAUCE 1-2-3,Valparaíso,Llaillay,ELIMINADO,-32.8691770113036,-70.8957277546284,1548.0,703.8,0,1,1,1
0686-5C,ZORRITO,Valparaíso,Petorca,INACTIVO,-32.2155177065329,-70.8700032809234,964.3,1403.6,1,1,0,1
0687-5C,LOS BURROS,Valparaíso,Petorca,ACTIVO,-32.2166985538984,-70.8697778539195,843.8,1415.8,1,1,0,1
0688-5C,EL QUISCO,Valparaíso,Petorca,ACTIVO,-32.2195606491233,-70.8696265721043,602.2,1526.7,1,1,0,1
0689-5C,POTRILLO,Valparaíso,Petorca,ACTIVO,-32.2177593349196,-70.8695607402829,738.2,1435.7,1,1,0,1
0690-5C,BELLAVISTA 1-2,Valparaíso,San Felipe,INACTIVO,-32.6908146952903,-70.7921310792244,274.8,450.6,1,1,1,1
0691-5C,EMBALSE DE RELAVES 3,Valparaíso,San Felipe,INACTIVO,-32.6913914406962,-70.7903768929507,186.0,413.4,1,1,1,1
0692-5C,EMBALSE DE RELAVES 4,Valparaíso,San Felipe,INACTIVO,-32.6907832962351,-70.7893857510009,71.6,322.6,1,1,1,1
0693-5C,EMBALSE DE RELAVES,Valparaíso,San Felipe,INACTIVO,-32.6909935274776,-70.7909413032884,197.9,397.4,1,1,1,1
0694-5C,EL COBRE 1,Valparaíso,Nogales,INACTIVO,-32.6630562351167,-71.1474925085409,139.5,41.4,1,1,1,1
0695-5C,EL COBRE 2,Valparaíso,Nogales,ABANDONADO,-32.6673169075412,-71.1451584116369,258.5,470.8,1,1,1,1
0696-5C,EL COBRE 3,Valparaíso,Nogales,ABANDONADO,-32.6722354731302,-71.1424548742187,141.3,363.9,1,1,1,1
0697-5C,TRANQUE 4,Valparaíso,Nogales,INACTIVO,-32.6591305437221,-71.164287273439,780.6,421.6,1,1,1,1
0698-5C,TORITO,Valparaíso,Nogales,ACTIVO,-32.6403447667695,-71.1627985436797,223.3,659.0,1,1,1,1
0699-RM,PEREZ-CALDERA 1,Metropolitana de Santiago,Lo Barnechea,INACTIVO,-33.2054463086733,-70.3405626165806,91.2,843.1,1,1,1,1
0700-RM,PEREZ-CALDERA 2,Metropolitana de Santiago,Lo Barnechea,INACTIVO,-33.2211387194157,-70.3432294259236,48.5,359.1,1,1,1,1
0701-RM,LOS PICHES,Metropolitana de Santiago,Lo Barnechea,INACTIVO,-33.2120902341952,-70.3417894868023,37.9,297.5,1,1,1,1
0702-RM,COPIHUE,Metropolitana de Santiago,Lo Barnechea,INACTIVO,-33.1999209655814,-70.3398918109401,28.7,419.7,1,1,1,1
0703-RM,LAS TORTOLAS,Metropolitana de Santiago,Colina,ACTIVO,-33.1299916035378,-70.7329172669075,783.3,1337.1,1,1,0,1
0704-5C,PULLALLI,Valparaíso,La Ligua,ACTIVO,-32.3973985593096,-71.3176690154419,2725.9,389.7,0,1,1,1
0705-5C,EMBALSE DE RELAVES,Valparaíso,San Esteban,ABANDONADO,-32.4849411576071,-70.2052557376061,1155.8,32952.5,0,1,0,0
0706-5C,LAS CENIZAS 1,Valparaíso,Cabildo,ABANDONADO,-32.4311050538889,-71.0817297336959,253.6,208.7,1,1,1,1
0707-5C,LAS CENIZAS 2,Valparaíso,Cabildo,ABANDONADO,-32.4325475701078,-71.0829663235629,268.3,406.0,1,1,1,1
0708-5C,LAS CENIZAS 3,Valparaíso,Cabildo,ABANDONADO,-32.4345592596374,-71.0844052239368,309.4,527.5,1,1,1,1
0709-5C,LAS CENIZAS 4,Valparaíso,Cabildo,INACTIVO,-32.4231776438777,-71.0797692765072,431.9,221.7,1,1,1,1
0710-5C,DEPOSITO RELAVE ESPESADO INTERIOR MINA (DREIM),Valparaíso,Cabildo,INACTIVO,-32.4346885064897,-71.0749000198339,865.6,444.3,1,1,1,1
0711-5C,DEPOSITO EN PASTA (DEP),Valparaíso,Cabildo,ACTIVO,-32.4713566757205,-71.0844922876106,177.8,2199.6,1,1,0,1
0712-5C,LA PATAGUA 1,Valparaíso,La Ligua,INACTIVO,-32.5399136926985,-71.1326178400078,36.5,5595.4,1,1,0,0
0713-5C,LA PATAGUA 2,Valparaíso,La Ligua,INACTIVO,-32.5384675212738,-71.1338260017819,123.4,5783.3,1,1,0,0
0714-5C,LA PATAGUA 3,Valparaíso,La Ligua,INACTIVO,-32.5401385712382,-71.1337842099793,61.4,5607.6,1,1,0,0
0715-5C,LA PATAGUA 4,Valparaíso,La Ligua,INACTIVO,-32.5391283869912,-71.1354431744088,50.3,5766.0,1,1,0,0
0716-5C,LA PATAGUA 4A,Valparaíso,La Ligua,INACTIVO,-32.5379479438808,-71.1369040387669,74.7,5937.1,1,1,0,0
0717-5C,DEPOSITO AUXILIAR,Valparaíso,La Ligua,ACTIVO,-32.5434050616544,-71.1276044720723,12.6,5090.6,1,1,0,0
0718-5C,JAVITO,Valparaíso,La Ligua,ACTIVO,-32.5456901308357,-71.1252747541373,169.7,4792.7,1,1,0,1
0719-5C,TERRAZAS 1,Valparaíso,Petorca,INACTIVO,-32.2270260266637,-70.9607936513144,6.3,2487.0,1,1,0,1
0720-5C,TERRAZAS 2,Valparaíso,Petorca,INACTIVO,-32.2254694107909,-70.9658858024849,178.5,2900.9,1,1,0,1
0721-5C,EL DURAZNO,Valparaíso,Petorca,INACTIVO,-32.2279943543359,-70.9580387447919,105.2,2266.9,1,1,0,1
0722-5C,DEPOSITO DE ARENAS,Valparaíso,Petorca,INACTIVO,-32.1938017056359,-70.9445625564266,985.7,5804.2,1,1,0,0
0723-5C,PETRONILA DIAZ,Valparaíso,Petorca,ABANDONADO,-32.2541954987856,-70.9342426603006,227.2,362.8,1,1,1,1
0724-5C,DIAMANTINO,Valparaíso,Putaendo,ABANDONADO,-32.5230455618704,-70.6275479039534,446.5,7071.5,1,1,0,0
0725-5C,PLANTA PATS,Valparaíso,Petorca,ABANDONADO,-32.2425068604245,-70.879166629673,60.2,2653.8,1,1,0,1
0726-5C,EMBALSE LOS MAITENES,Valparaíso,Puchuncaví,ABANDONADO,-32.7869597520186,-71.4646580205715,3030.2,135.7,0,1,1,1
0727-5C,EMBALSE DE RELAVES DEL SINDICATO INDEPENDIENTE DE PIRQUINEROS DE PETORCA,Valparaíso,Petorca,ACTIVO,-32.2221346702637,-70.876794839836,931.6,2175.3,1,1,0,1
0728-5C,MINERA LA VEGA,Valparaíso,Petorca,ACTIVO,-32.2222428479118,-70.8772890929981,959.3,2214.0,1,1,0,1
0729-5C,EL ARENAL 1,Valparaíso,Putaendo,ABANDONADO,-32.6561908953016,-70.7554565059112,236.9,804.7,1,1,1,1
0730-5C,EL ARENAL 3,Valparaíso,Putaendo,ABANDONADO,-32.6557006338462,-70.7558441646823,229.6,830.4,1,1,1,1
0731-5C,SAN SEBASTIAN,Valparaíso,Cartagena,INACTIVO,-33.5237879811232,-71.5858939045217,1247.1,386.0,0,1,1,1
0732-7C,DEPOSITO DE LODOS ANTIGUO,Maule,Empedrado,ACTIVO,-35.5736603023474,-72.4026961929138,884.8,10436.9,1,1,0,0
0733-7C,DEPOSITO DE LODOS NUEVO,Maule,Empedrado,ACTIVO,-35.5770749861919,-72.4010872616945,1249.3,10241.5,0,1,0,0
0734-5C,ENCON,Valparaíso,San Felipe,ABANDONADO,-32.7370240654642,-70.7347414759332,177.7,388.1,1,1,1,1
0735-5C,EL CERRADO 1,Valparaíso,Cabildo,ABANDONADO,-32.6015152548281,-70.9972509463633,397.9,9972.1,1,1,0,0
0736-5C,EL CERRADO 2,Valparaíso,Cabildo,ABANDONADO,-32.5995327226971,-70.9947595690445,178.7,9679.5,1,1,0,0
0737-5C,EL QUEMADO ,Valparaíso,Cabildo,ABANDONADO,-32.4430248248673,-71.0115114140593,623.1,1468.5,1,1,0,1
0738-5C,LOS MOLLES 1,Valparaíso,La Ligua,ABANDONADO,-32.234502610588,-71.4810444680846,1144.0,817.9,0,1,1,1
0739-5C,HIERRO VIEJO 1,Valparaíso,Petorca,ABANDONADO,-32.2776538500508,-71.0160713226244,65.8,305.4,1,1,1,1
0740-5C,HIERRO VIEJO 2,Valparaíso,Petorca,ABANDONADO,-32.278020374616,-71.0164294706534,65.2,305.7,1,1,1,1
0741-5C,CATEMU 1,Valparaíso,Catemu,ABANDONADO,-32.7718851907776,-70.9937666615244,114.1,318.3,1,1,1,1
0742-5C,CATEMU 2,Valparaíso,Catemu,ABANDONADO,-32.7728340244655,-70.9926283677656,86.0,403.1,1,1,1,1
0743-5C,CATEMU 3,Valparaíso,Catemu,ABANDONADO,-32.7703240576411,-70.9962629610506,286.7,127.9,1,1,1,1
0744-5C,CATEMU 4,Valparaíso,Catemu,ABANDONADO,-32.7760849346981,-70.9923238033053,124.5,511.4,1,1,1,1
0745-5C,3 TRANQUES,Valparaíso,Petorca,ABANDONADO,-32.2566270713722,-70.9459624468325,41.7,249.4,1,1,1,1
0746-5C,CAOLIN,Valparaíso,Calera,ABANDONADO,-32.7986520327,-71.1987913643035,1923.5,310.0,0,1,1,1
0747-5C,EMBALSE DE RELAVES MANUEL FERNANDEZ,Valparaíso,Petorca,ACTIVO,-32.2213224554727,-70.8742200063377,805.2,1992.5,1,1,0,1
0748-5C,LOS MAQUIS 1,Valparaíso,Cabildo,ABANDONADO,-32.4639014509718,-71.0689063496484,1827.2,1974.5,0,1,0,1
0749-5C,ANTAWARA,Valparaíso,Petorca,ACTIVO,-32.2015084011821,-70.8722620281407,1713.8,2027.1,0,1,0,1
0750-5C,COBRE OXIDADO 1-5,Valparaíso,Putaendo,ABANDONADO,-32.5753322118641,-70.7647520024447,193.6,1722.8,1,1,0,1
0751-5C,DULCINEA,Valparaíso,Petorca,ABANDONADO,-32.1430424898534,-70.7991259830375,78.2,7848.2,1,1,0,0
0752-5C,TRANQUE 1-2-3-4,Valparaíso,Petorca,ABANDONADO,-32.172584904301,-71.1479110957605,1751.0,16182.6,0,1,0,0
0753-5C,EMBALSE,Valparaíso,Petorca,ABANDONADO,-32.219533599032,-70.8710702744608,707.7,1645.8,1,1,0,1
0754-5C,LOS HOYOS,Valparaíso,Petorca,ABANDONADO,-32.0662187928164,-70.8281576930741,1614.0,16231.1,0,1,0,0
0755-5C,RAMAYANA 1,Valparaíso,Olmué,ABANDONADO,-33.0604893424385,-71.0357057624795,1333.6,4991.7,0,1,0,1
0756-5C,RAMAYANA 2,Valparaíso,Olmué,ABANDONADO,-33.0715177608529,-71.0305123424635,2193.5,5746.3,0,1,0,0
0757-RM,EMBALSE DE RELAVES,Metropolitana de Santiago,Tiltil,ACTIVO,-33.1036501095036,-70.9133589612664,1093.7,747.8,0,1,1,1
0758-RM,MSP 2,Metropolitana de Santiago,Tiltil,ACTIVO,-33.1018265191846,-70.9059187706144,1643.0,308.4,0,1,1,1
0759-RM,TRANQUE RELAVE 1-2-3-4,Metropolitana de Santiago,Tiltil,INACTIVO,-33.1433976029448,-70.8312670312813,572.3,325.2,1,1,1,1
