ID,NOMBRE_INSTALACION,REGION,COMUNA,ESTADO_INSTALACION,LATITUD,LONGITUD,DIST_RIO_M,DIST_ZONA_HAB_50P_KM2_M,RIO_1KM,RIO_5KM,HAB_1KM,HAB_5KM
0760-RM,TRANQUE RELAVE 5,Metropolitana de Santiago,Tiltil,ACTIVO,-33.171589796313,-70.8248138449641,2786.7,1091.9,0,1,0,1
0761-RM,LA AFRICANA 1-2,Metropolitana de Santiago,Pudahuel,ABANDONADO,-33.460952784349,-70.8146705314021,637.0,233.3,1,1,1,1
0762-RM,LA FARFANA,Metropolitana de Santiago,Maipú,ABANDONADO,-33.4644727969343,-70.8086061105164,175.4,342.6,1,1,1,1
0763-RM,ANITA 1-2,Metropolitana de Santiago,Tiltil,ABANDONADO,-33.0762388233318,-70.943471817958,40.4,575.1,1,1,1,1
0764-RM,TRANQUE DE RELAVE,Metropolitana de Santiago,Paine,ABANDONADO,-33.8502069154514,-70.9591049557027,1445.2,4795.4,0,1,0,1
0765-RM,TRANQUE DE RELAVE ADOSADO,Metropolitana de Santiago,Alhué,INACTIVO,-34.0428862893543,-71.031783780688,786.4,392.7,1,1,1,1
0766-RM,TRANQUE DE RELAVE UNIFICADO,Metropolitana de Santiago,Alhué,INACTIVO,-34.0378048000574,-71.0311648294964,470.3,70.1,1,1,1,1
0767-RM,TRANQUE EN PASTA,Metropolitana de Santiago,Alhué,ACTIVO,-34.0469633608735,-71.0402835331608,478.0,913.5,1,1,1,1
0768-RM,LO AGUILA,Metropolitana de Santiago,Curacaví,ABANDONADO,-33.4231809237422,-71.1449664194561,989.4,290.3,1,1,1,1
0769-RM,SAN FRANCISCO,Metropolitana de Santiago,Tiltil,ABANDONADO,-33.1054468219626,-70.9276458371939,52.5,275.4,1,1,1,1
0770-RM,NOGAZ,Metropolitana de Santiago,Tiltil,ABANDONADO,-33.0031983839454,-70.8911304150977,30.8,269.9,1,1,1,1
0771-RM,GRINGO TICHAGUA,Metropolitana de Santiago,Melipilla,ABANDONADO,-33.6145431205234,-71.094729456076,2676.6,1481.4,0,1,0,1
0772-RM,LOS CARRERAS,Metropolitana de Santiago,Melipilla,ABANDONADO,-33.6153983386561,-71.0950300526479,2757.4,1535.3,0,1,0,1
0773-6C,EL INGLES,Libertador General Bernardo O'Higgins,Rancagua,INACTIVO,-34.0718027153392,-70.8618136495471,513.0,188.7,1,1,1,1
0774-6C,EL INGLES 1,Libertador General Bernardo O'Higgins,Rancagua,ABANDONADO,-34.0717380196901,-70.8640091179174,715.5,59.1,1,1,1,1
0775-6C,EL INGLES 2,Libertador General Bernardo O'Higgins,Rancagua,ABANDONADO,-34.072801439714,-70.8647399462233,782.9,194.4,1,1,1,1
0776-6C,EL INGLES 3,Libertador General Bernardo O'Higgins,Rancagua,ABANDONADO,-34.0732721881654,-70.8635790104909,675.8,224.2,1,1,1,1
0777-6C,CAUQUENES,Libertador General Bernardo O'Higgins,Requínoa,ACTIVO,-34.2918691373147,-70.6947434321222,379.4,703.5,1,1,1,1
0778-6C,COLIGUE,Libertador General Bernardo O'Higgins,Requínoa,ACTIVO,-34.2620839047576,-70.6724808686822,207.6,1154.6,1,1,0,1
0779-6C,BARAHONA 1,Libertador General Bernardo O'Higgins,Machalí,INACTIVO,-34.0941884015601,-70.5074357371774,770.1,294.3,1,1,1,1
0780-6C,LA HIGUERA,Libertador General Bernardo O'Higgins,Pichidegua,ABANDONADO,-34.425464320576,-71.1991102517238,1664.0,501.8,0,1,1,1
0781-6C,CHANCON 1,Libertador General Bernardo O'Higgins,Rancagua,INACTIVO,-34.0783218237297,-70.8134688251995,876.4,141.8,1,1,1,1
0782-6C,CHANCON 2,Libertador General Bernardo O'Higgins,Rancagua,ACTIVO,-34.0793509115149,-70.8142261899056,751.7,50.9,1,1,1,1
0783-6C,DESCONOCIDO,Libertador General Bernardo O'Higgins,Las Cabras,ELIMINADO,-34.0634030193137,-71.3064475356829,687.8,1848.4,1,1,0,1
0784-6C,DESCONOCIDO,Libertador General Bernardo O'Higgins,Litueche,ABANDONADO,-34.1219920039365,-71.7266562723807,199.3,356.1,1,1,1,1
0785-7C,CHEPICA,Maule,Pencahue,INACTIVO,-35.3741648229744,-71.8540113766478,1801.7,3958.2,0,1,0,1
0786-7C,FLORA,Maule,Constitución,ACTIVO,-35.5578617359822,-72.5898375843605,1204.0,861.9,0,1,1,1
0787-7C,LOANCO 9,Maule,Chanco,ACTIVO,-35.5751255616224,-72.5868682155069,277.4,1019.4,1,1,0,1
0788-11S,TOQUI,Aysén del General Carlos Ibáñez del Campo,Coihaique,INACTIVO,-45.035916766913,-71.9431527030382,196.7,380.1,1,1,1,1
0789-11S,CONFLUENCIA,Aysén del General Carlos Ibáñez del Campo,Coihaique,INACTIVO,-45.0336464856725,-71.9267799489475,265.0,1043.4,1,1,0,1
0790-11S,LA LEÑERA,Aysén del General Carlos Ibáñez del Campo,Coihaique,INACTIVO,-45.0334912285695,-71.941648475725,255.8,488.6,1,1,1,1
0791-11S,FILTRADOS DOÑA ROSA,Aysén del General Carlos Ibáñez del Campo,Coihaique,ACTIVO,-45.0370201441959,-71.9516437023545,670.3,312.9,1,1,1,1
0792-11S,RELAVE LA ESCONDIDA,Aysén del General Carlos Ibáñez del Campo,Chile Chico,ABANDONADO,-46.8623528737514,-72.6663085112844,496.9,3468.6,1,1,0,1
0793-11S,LAS CHIVAS,Aysén del General Carlos Ibáñez del Campo,Río Ibáñez,ABANDONADO,-46.5845600788399,-72.5510105726935,1715.5,22652.3,0,1,0,0
0794-11S,TRANQUE DE RELAVE 1,Aysén del General Carlos Ibáñez del Campo,Río Ibáñez,ABANDONADO,-46.55847890634,-72.3884325130539,67.9,11005.0,1,1,0,0
0795-11S,TRANQUE DE RELAVE 2,Aysén del General Carlos Ibáñez del Campo,Río Ibáñez,ABANDONADO,-46.558877538048,-72.3893250908002,149.1,11051.6,1,1,0,0
0796-11S,ACOPIO PUERTO CRISTAL,Aysén del General Carlos Ibáñez del Campo,Río Ibáñez,ABANDONADO,-46.5611386682323,-72.394735612695,545.8,11348.4,1,1,0,0
0797-11S,TOQUI ANTIGUO,Aysén del General Carlos Ibáñez del Campo,Coihaique,INACTIVO,-45.0390864745405,-71.9439915443459,47.3,275.5,1,1,1,1
0798-2N,TALTAL SUR,Antofagasta,Taltal,ABANDONADO,-25.4098592419173,-70.4937732315415,1200.1,474.4,0,1,1,1
0799-2N,TOCOPILLA,Antofagasta,Tocopilla,EN CONSTRUCCION,-22.1234329575298,-70.0968181222398,121.8,4444.4,1,1,0,1
0800-2N,DEPOSITO DE RELAVE EN RAJO TESORO CENTRAL,Antofagasta,Sierra Gorda,EN CONSTRUCCION,-22.9521331609981,-69.0797753703325,2466.0,,0,1,0,0
0801-3N,TRANQUE 1,Atacama,Tierra Amarilla,INACTIVO,-27.438432364784,-70.2718995730788,311.2,59.9,1,1,1,1
0802-3N,EMBALSE 1,Atacama,Tierra Amarilla,INACTIVO,-27.4386456796577,-70.2720407412971,325.1,80.8,1,1,1,1
0803-3N,EMBALSE 2,Atacama,Tierra Amarilla,INACTIVO,-27.438744931674,-70.2721303880337,334.0,91.7,1,1,1,1
0804-3N,EMBALSE 3,Atacama,Tierra Amarilla,INACTIVO,-27.4382439436414,-70.2722545984448,346.2,40.0,1,1,1,1
0805-3N,DESCONOCIDO,Atacama,Tierra Amarilla,ABANDONADO,-27.441125494089,-70.270242237906,147.4,398.7,1,1,1,1
0806-3N,SAN JOAQUIN 4,Atacama,Tierra Amarilla,ABANDONADO,-27.4430722870001,-70.2733101899528,450.5,582.9,1,1,1,1
0807-3N,EMBALSE 3,Atacama,Copiapó,INACTIVO,-27.3892604672689,-70.3402566295801,380.5,210.4,1,1,1,1
0808-3N,EMBALSE 5,Atacama,Copiapó,INACTIVO,-27.3878658336479,-70.34134622951,563.5,256.7,1,1,1,1
0809-3N,EMBALSE 6,Atacama,Copiapó,ACTIVO,-27.3865933629083,-70.3413026345959,581.8,291.7,1,1,1,1
0810-3N,EMBALSE 7,Atacama,Copiapó,ACTIVO,-27.3902967256265,-70.3448596282097,643.3,342.9,1,1,1,1
0811-3N,EMBALSE DE RELAVES 2,Atacama,Copiapó,ACTIVO,-27.4044638201612,-70.3516303575775,367.0,374.4,1,1,1,1
0812-3N,RELAVE 2,Atacama,Copiapó,INACTIVO,-27.4064103397095,-70.3541232260285,443.0,239.1,1,1,1,1
0813-3N,DEPOSITO RELAVE FILTRADO 2,Atacama,Diego de Almagro,EN CONSTRUCCION,-26.3526472801742,-70.0102496943271,1230.2,4388.1,0,1,0,1
0814-3N,DEPOSITO SECO,Atacama,Copiapó,EN CONSTRUCCION,-27.3977937227416,-70.340350179812,241.5,232.7,1,1,1,1
0815-3N,TRANQUE DE RELAVES SANTA MARGARITA,Atacama,Caldera,EN CONSTRUCCION,-27.5244716176861,-70.8508072794721,171.9,24149.3,1,1,0,0
0816-4N,SAN ALEJANDRO 2 (EX TRAPICHE 2),Coquimbo,La Higuera,INACTIVO,-29.3583139114164,-71.1235135050775,413.7,8527.7,1,1,0,0
0817-4N,EMBALSE DE RELAVES MANTOS DE HORNILLOS,Coquimbo,Ovalle,ACTIVO,-31.1187724268277,-71.5913072056961,919.0,849.9,1,1,1,1
0818-4N,ACOPIO DE RELAVE PONCE,Coquimbo,Andacollo,INACTIVO,-30.2507223455516,-71.0785504701054,1004.1,463.1,0,1,1,1
0819-4N,PONCE ,Coquimbo,Andacollo,EN REVISION,-30.2519207690869,-71.0766385822332,1229.8,467.6,0,1,1,1
0820-4N,ACOPIOS EL ROMERO,Coquimbo,Illapel,ABANDONADO,-31.4145588039175,-71.058648668911,433.8,19211.3,1,1,0,0
0821-4N,MIILLAPEL 1,Coquimbo,Illapel,INACTIVO,-31.4222415035424,-71.0836440837024,168.4,18352.2,1,1,0,0
0822-4N,MIILLAPEL 2,Coquimbo,Illapel,INACTIVO,-31.41967456356,-71.0846125082839,149.2,18641.2,1,1,0,0
0823-4N,DEPOSITO RELAVE SANTA MARIA VERONICA,Coquimbo,Andacollo,ACTIVO,-30.2540387157937,-71.0785039387603,1065.4,193.5,0,1,1,1
0824-4N,ACOPIO RELAVE SANTA MARIA VERONICA,Coquimbo,Andacollo,ACTIVO,-30.2539809123531,-71.0799500317828,926.3,80.3,1,1,1,1
0825-4N,DEPOSITO DE RELAVES FILTRADOS,Coquimbo,Andacollo,EN CONSTRUCCION,-30.2028180527224,-71.0879194996157,2454.8,2039.6,0,1,0,1
0826-4N,ACOPIO DE ARENAS,Coquimbo,Ovalle,ABANDONADO,-30.7000423571388,-71.506638585671,483.5,799.5,1,1,1,1
0827-4N,BARRAZA 2,Coquimbo,Ovalle,ABANDONADO,-30.7024415832016,-71.5082053089365,760.7,866.3,1,1,1,1
0828-4N,LLAMUCO 4,Coquimbo,Salamanca,ABANDONADO,-31.6920669114048,-70.7768603536036,21.1,18347.5,1,1,0,0
0829-4N,DEPOSITOS RELAVES DENVER,Coquimbo,Combarbalá,INACTIVO,-31.2102657364195,-71.0649802704865,261.1,4773.7,1,1,0,1
0830-4N,DEPOSITO DE RELAVES DENVER 2,Coquimbo,Combarbalá,ABANDONADO,-31.2097770885058,-71.0657836677682,167.9,4811.9,1,1,0,1
0831-4N,DELIRIO 2,Coquimbo,Punitaqui,ABANDONADO,-30.8790824765373,-71.2395475697545,401.5,1229.3,1,1,0,1
0832-4N,FLOR DE VALLE 3,Coquimbo,Combarbalá,ABANDONADO,-31.221979266528,-71.0604591294192,837.2,5247.2,1,1,0,0
0833-5C,ACOPIO LOS MAITENES,Valparaíso,Puchuncaví,ABANDONADO,-32.786602057184,-71.4629131909971,2983.9,165.1,0,1,1,1
0834-5C,DEPOSITO DE RELAVE EN PASTA INTERIOR MINA (DEPIM),Valparaíso,Cabildo,ACTIVO,-32.4642568727451,-71.0623593381951,2270.5,1995.4,0,1,0,1
0835-6C,DEPOSITO RELAVES LA ESCUELA,Libertador General Bernardo O'Higgins,Rancagua,ABANDONADO,-34.0805417334486,-70.8380296177383,1415.4,125.1,0,1,1,1
0836-11S,DEPOSITO INTERIOR MINA DOÑA ROSA,Aysén del General Carlos Ibáñez del Campo,Coihaique,ACTIVO,-45.0399890942822,-71.9506228800731,414.5,360.6,1,1,1,1
0837-3N,1-2-2B,Atacama,Copiapó,INACTIVO,-27.3649210000442,-70.3483859995629,59.5,256.4,1,1,1,1
0838-3N,TRANQUE DE RELAVE RAMIRO BRUZONE,Atacama,Freirina,INACTIVO,-28.5226125221935,-71.0481493594642,310.5,183.3,1,1,1,1
0839-3N,TRANQUE DE RELAVE EDUARDO ALTAMIRANO,Atacama,Freirina,INACTIVO,-28.5178089999372,-71.055466999836,331.0,380.5,1,1,1,1
