ProcesoSancionId;Expediente;ProcesoSancionTipoNombre;ProcesoSancionEstado;FechaInicio;FechaTermino;ConfirmaPdC;MultaTotalUTA;LinkSNIFA;UnidadFiscalizableId;Nombre;RegionNombre;ComunaNombre;Latitud;Longitud;CategoriaEconomicaNombre;SubCategoriaEconomicaNombre;LinkSNIFA_UF;FechaActualizacion
1;A-002-2013;Autodenuncia;En curso;27-03-2013;;No;7021.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/1                             ;1078;BARRICK - PASCUA LAMA;Región de Atacama;Alto del Carmen;-29.282648;-70.063014;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1078                          ;20-05-26
2;F-002-2013;Fiscalización;Terminado - Sanción;01-04-2013;13-08-2013;No;94.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2                             ;162;MALL PLAZA EGAÑA - LA REINA;Región Metropolitana;La Reina;-33.453;-70.57;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/162                           ;20-05-26
3;A-001-2013;Autodenuncia;Terminado - PDC Satisfactorio;08-02-2013;12-02-2014;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3                             ;299;FAENA MINERA QUEBRADA BLANCA;Región de Tarapacá;Pica;-21.002;-68.7958;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/299                           ;20-05-26
4;D-004-2013;Denuncia;Terminado - Sanción;02-05-2013;11-10-2013;No;25.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/4                             ;2488;VERTEDERO DICHAM;Región de los Lagos;Chonchi;-42.6271413736787;-73.8412979119647;Saneamiento Ambiental;Vertedero;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2488                          ;20-05-26
5;F-003-2013;Fiscalización;Terminado - PDC Satisfactorio;08-05-2013;01-08-2014;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/5                             ;10480;CES FRANCISCO NORTE (RNA 110522);Región de Aysén del General Carlos Ibáñez del Campo;Aysén;-44.506667371554066;-73.6101218;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10480                         ;20-05-26
7;F-004-2013;Fiscalización;Terminado - PDC Satisfactorio;08-05-2013;10-01-2018;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/7                             ;2492;CES QUILLAIPE (RNA 103536);Región de los Lagos;Puerto Montt;-41.5896670888524;-72.7499270578846;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2492                          ;20-05-26
8;F-005-2013;Fiscalización;Terminado - PDC Satisfactorio;07-05-2013;01-08-2014;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/8                             ;2533;CES WAGNER II (RNA 120117);Región de Magallanes y la Antártica Chilena;Natales;-52.2306;-72.9317;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2533                          ;20-05-26
9;D-003-2013;Denuncia;Terminado - Sanción;13-03-2013;19-08-2013;No;12.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/9                             ;10211;ALIMENTOS RILA;Región de Arica y Parinacota;Arica;-18.3984;-70.2906;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10211                         ;20-05-26
10;F-001-2013;Fiscalización;Terminado - PDC Satisfactorio;12-03-2013;27-08-2014;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/10                            ;2581;MINERA CHOQUELIMPIE;Región de Arica y Parinacota;Putre;-18.3086;-69.2545;Minería;Prospecciones y exploraciones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2581                          ;20-05-26
11;F-006-2013;Fiscalización;Terminado - PDC Satisfactorio;22-05-2013;07-04-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/11                            ;2312;AGROORGANICOS MOSTAZAL - CHIMBARONGO;Región del Libertador General Bernardo O'Higgins;Chimbarongo;-34.7023115113113;-70.9170109033585;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2312                          ;20-05-26
12;D-005-2013;Denuncia;Terminado - Sanción;03-06-2013;26-03-2015;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/12                            ;307;PLANTA PROCESADORA DE PRODUCTOS DEL MAR;Región de Arica y Parinacota;Arica;-18.3947;-70.2945;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/307                           ;20-05-26
13;F-007-2013;Fiscalización;Terminado - Sanción;03-06-2013;27-11-2013;No;865.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/13                            ;2435;REFINERIA ENAP BIOBIO;Región del Biobío;Hualpén;-36.7753266;-73.1168416;Instalación fabril;Planta de Refinería;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2435                          ;20-05-26
14;D-002-2013;Denuncia;Terminado - Sanción;06-03-2013;17-06-2013;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/14                            ;13283;ALMACENAJE PELIGROSOSPLATAFORMA DE ALMACENAMIENTO 2;Región de Tarapacá;Iquique;-20.2882766051737;-70.1256417558197;Transportes y almacenajes;Centro de almacenamiento de residuos peligrosos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13283                         ;20-05-26
15;F-008-2013;Fiscalización;Terminado - PDC Satisfactorio;05-06-2013;26-08-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/15                            ;412;PRODUCCION DE YODO BULLMINE - HUARA;Región de Tarapacá;Huara;-19.3888774187607;-69.884;Minería;Minera no metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/412                           ;20-05-26
16;F-009-2013;Fiscalización;Terminado - Sanción;05-06-2013;15-11-2013;No;38.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/16                            ;2455;PLANTEL LECHERO-ANCALI;Región del Biobío;Los Ángeles;-37.5905;-72.2995;Agroindustrias;Elaboración de productos lácteos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2455                          ;20-05-26
17;F-010-2013;Fiscalización;Terminado - Sanción;07-06-2013;29-07-2013;No;132.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/17                            ;1615;PUERTO VENTANAS;Región de Valparaíso;Puchuncaví;-32.753152;-71.479373;Infraestructura Portuaria;Terminal marítimo;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1615                          ;20-05-26
18;D-006-2013;Denuncia;Terminado - PDC Satisfactorio;10-06-2013;27-01-2014;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/18                            ;10478;EDIFICIO SILVINA HURTADO;Región Metropolitana;Providencia;-33.4352;-70.6121;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10478                         ;20-05-26
19;D-008-2013;Denuncia;Terminado - Absolución;10-06-2013;14-10-2013;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/19                            ;10472;EDIFICIO CARDENAL BELARMINO;Región Metropolitana;Vitacura;-33.397321;-70.575582;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10472                         ;20-05-26
20;D-007-2013;Denuncia;Terminado - Sanción;10-06-2013;17-01-2014;No;6.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/20                            ;13290;EDIFICIOCONSTRUCTORA INARCO S.A.;Región Metropolitana;Recoleta;-33.4319422;-70.6388136;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13290                         ;20-05-26
21;D-009-2013;Denuncia;Terminado - PDC Satisfactorio;10-06-2013;18-10-2016;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/21                            ;11167;SEA FLAVORS;Región de los Lagos;Puerto Montt;-41.468137;-72.972149;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11167                         ;20-05-26
22;D-010-2013;Denuncia;Terminado - Sanción;10-06-2013;30-12-2013;No;20.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/22                            ;13319;SERVICIOSTELEFONICA CHILE S.A.;Región del Libertador General Bernardo O'Higgins;Rancagua;-34.1667754;-70.7457414;Otras categorías;Servicios;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13319                         ;20-05-26
23;D-001-2013;Denuncia;Terminado - Sanción;06-03-2013;15-10-2013;No;59.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/23                            ;13343;MINERA NO METÁLICAÁRIDOS EN PARCELA PANGUECO SECTOR CHACAICO;Región de la Araucanía;Angol;-37.871;-72.6862;Minería;Minera no metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13343                         ;20-05-26
25;F-012-2013;Fiscalización;Terminado - PDC Satisfactorio;01-07-2013;13-04-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/25                            ;1361;TRES VALLES;Región de Coquimbo;Salamanca;-31.7422;-71.0209;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1361                          ;20-05-26
26;F-011-2013;Fiscalización;Terminado - Sanción;01-07-2013;20-09-2022;No;21.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/26                            ;2470;PTAS TEMUCO;Región de la Araucanía;Temuco;-38.7602735384694;-72.7086698231539;Saneamiento Ambiental;Planta de Tratamiento de Aguas Servidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2470                          ;20-05-26
27;D-011-2013;Denuncia;Terminado - Sanción;12-07-2013;01-06-2017;No;2326.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/27                            ;1344;MINERA LOS PELAMBRES;Región de Coquimbo;Illapel;-31.7426;-70.4956;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1344                          ;20-05-26
28;F-013-2013;Fiscalización;Terminado - Sanción;30-07-2013;13-02-2014;No;193.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/28                            ;2594;PASO FRONTERIZO CHUNGARA;Región de Arica y Parinacota;Putre;-18.2813954312374;-69.1376762472884;Otras categorías;Actividades y/o proyectos en sitios protegidos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2594                          ;20-05-26
29;F-014-2013;Fiscalización;Terminado - PDC Satisfactorio;30-07-2013;07-01-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/29                            ;2543;PLANTA AQUAPROTEIN;Región de Magallanes y la Antártica Chilena;Porvenir;-53.2907135704356;-70.3894263068848;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2543                          ;20-05-26
30;A-003-2013;Autodenuncia;Terminado - PDC Satisfactorio;01-08-2013;07-06-2016;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/30                            ;2953;CH HUILO HUILO;Región de Los Ríos;Panguipulli;-39.8655;-71.952;Energía;Central hidroeléctrica de pasada;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2953                          ;20-05-26
32;F-015-2013;Fiscalización;Terminado - PDC Satisfactorio;08-08-2013;03-02-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/32                            ;2905;CONJUNTO ARMONICO BELLAVISTA;Región Metropolitana;Recoleta;-33.4341;-70.6364;Infraestructura Hidráulica;Otras obras de ingeniería;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2905                          ;20-05-26
33;D-012-2013;Denuncia;Terminado - Sanción;13-08-2013;07-05-2015;No;440.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/33                            ;1338;RUTA D-705 SECTOR: ILLAPEL-AUCO-LOS POZOS IV REGION;Región de Coquimbo;Canela;-31.5171;-71.097;Infraestructura de Transporte;Vía terrestre;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1338                          ;20-05-26
34;F-016-2013;Fiscalización;Terminado - PDC Satisfactorio;16-08-2013;17-01-2024;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/34                            ;2817;COLEGIO SANTIAGO COLLEGE LOS TRAPENSES - LO BARNECHEA;Región Metropolitana;Lo Barnechea;-33.3383057529152;-70.5458483849361;Equipamiento;Establecimiento educacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2817                          ;20-05-26
35;F-017-2013;Fiscalización;Terminado - Sanción;16-08-2013;04-12-2013;No;17.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/35                            ;2797;ALIMENTOS FRUNA LTDA.;Región Metropolitana;Isla de Maipo;-33.7186;-70.9197;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2797                          ;20-05-26
36;D-013-2013;Denuncia;Terminado - PDC Satisfactorio;21-08-2013;19-03-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/36                            ;2212;PLANTA RENDERING CHILE MINK;Región del Libertador General Bernardo O'Higgins;Mostazal;-33.964;-70.6896;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2212                          ;20-05-26
37;F-018-2013;Fiscalización;Terminado - PDC Satisfactorio;21-08-2013;25-02-2014;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/37                            ;10243;TERMINAL MARÍTIMOPUERTO ARICA;Región de Arica y Parinacota;Arica;-18.475395;-70.326773;Infraestructura Portuaria;Terminal marítimo;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10243                         ;20-05-26
38;D-014-2013;Denuncia;Terminado - Sanción;29-08-2013;24-11-2014;No;175.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/38                            ;1849;PLANTA DE RECICLAJE DE BATERIAS  EMASA TECNOREC;Región de Valparaíso;San Antonio;-33.5665893974071;-71.5598279312134;Instalación fabril;Reciclaje de residuos y sustancias peligrosas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1849                          ;20-05-26
39;D-015-2013;Denuncia;Terminado - Sanción;29-08-2013;27-03-2015;No;8640.400000000001;https://snifa.sma.gob.cl/Sancionatorio/Ficha/39                            ;2436;CT BOCAMINA;Región del Biobío;Coronel;-37.022789;-73.16584;Energía;Central termoeléctrica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2436                          ;20-05-26
40;A-004-2013;Autodenuncia;Terminado - PDC Satisfactorio;30-08-2013;03-10-2014;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/40                            ;736;VALLE DE LOS VIENTOS;Región de Antofagasta;Calama;-22.4822677;-68.8268122;Energía;Parque eólico;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/736                           ;20-05-26
41;D-016-2013;Denuncia;Terminado - Sanción;06-09-2013;18-04-2018;No;398.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/41                            ;2603;KINROSS -REFUGIO;Región de Atacama;Tierra Amarilla;-27.5677;-69.2679;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2603                          ;20-05-26
42;F-020-2013;Fiscalización;Terminado - PDC Satisfactorio;06-09-2013;26-08-2015;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/42                            ;10208;ACEITE DE PESCADO NATUROIL;Región de Arica y Parinacota;Arica;-18.3943131157859;-70.2968641850391;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10208                         ;20-05-26
43;F-019-2013;Fiscalización;Terminado - Sanción;10-09-2013;29-08-2014;No;5299.4;https://snifa.sma.gob.cl/Sancionatorio/Ficha/43                            ;1610;MINA EL SOLDADO;Región de Valparaíso;Nogales;-32.666912;-71.169739;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1610                          ;20-05-26
44;D-017-2013;Denuncia;Terminado - Sanción;11-09-2013;27-06-2017;No;3575.9;https://snifa.sma.gob.cl/Sancionatorio/Ficha/44                            ;11166;MINERA PAMPA CAMARONES;Región de Arica y Parinacota;Camarones;-18.922242;-70.230519;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11166                         ;20-05-26
45;D-018-2013;Denuncia;Terminado - Absolución;13-09-2013;14-01-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/45                            ;13297;EDIFICIOCONSTRUCCIÓN EN CALLE AURELIO GONZÁLEZ;Región Metropolitana;Vitacura;-33.404623836605;-70.5995719510247;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13297                         ;20-05-26
46;D-019-2013;Denuncia;Terminado - Sanción;13-09-2013;02-09-2014;No;1.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/46                            ;13327;EDIFICIOTERRAZA TOESCA;Región Metropolitana;Santiago;-33.4549298;-70.6628963;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13327                         ;20-05-26
47;F-021-2013;Fiscalización;Terminado - PDC Satisfactorio;24-09-2013;02-02-2017;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/47                            ;2580;ALMACENAMIENTO DE MINERALES SOMARCO;Región de Arica y Parinacota;Arica;-18.475818;-70.320843;Minería;Almacenamiento de graneles / concentrados de minerales;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2580                          ;20-05-26
48;F-022-2013;Fiscalización;Terminado - PDC Satisfactorio;26-09-2013;13-07-2020;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/48                            ;344;CENTRAL TERMOELECTRICA TARAPACA;Región de Tarapacá;Iquique;-20.8059;-70.1932;Energía;Central termoeléctrica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/344                           ;20-05-26
49;F-023-2013;Fiscalización;Terminado - PDC Satisfactorio;26-09-2013;07-06-2021;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/49                            ;2483;PROYECTO HIDROELECTRICO RIO BLANCO - ENSENADA;Región de los Lagos;Puerto Varas;-41.22825223;-72.51561275;Energía;Central hidroeléctrica de pasada;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2483                          ;20-05-26
50;D-020-2013;Denuncia;Terminado - Sanción;25-09-2013;07-02-2014;No;304.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/50                            ;220;CERDOS PORKLAND;Región Metropolitana;Til til;-32.930183;-70.822776;Agroindustrias;Plantel de cerdos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/220                           ;20-05-26
51;F-024-2013;Fiscalización;Terminado - Sanción;27-09-2013;12-09-2014;No;253.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/51                            ;233;GENERADORA METROPOLITANA SPA CENTRAL NUEVA RENCA (EX AES GENER S.A. - CENTRAL RENCA);Región Metropolitana;Renca;-33.4167;-70.6874;Energía;Central termoeléctrica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/233                           ;20-05-26
59;D-021-2013;Denuncia;Terminado - Sanción;18-10-2013;29-12-2014;No;244.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/59                            ;7875;MINA INVIERNO;Región de Magallanes y la Antártica Chilena;Río Verde;-52.854671;-71.631388;Minería;Minera no metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/7875                          ;20-05-26
60;D-022-2013;Denuncia;Terminado - Absolución;29-10-2013;06-08-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/60                            ;2620;CT SANTA MARIA;Región del Biobío;Coronel;-37.039517;-73.135615;Energía;Central termoeléctrica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2620                          ;20-05-26
61;F-025-2013;Fiscalización;Terminado - Sanción;05-11-2013;18-03-2015;No;14745.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/61                            ;2610;CASERONES;Región de Atacama;Tierra Amarilla;-28.1685345170313;-69.5603375143005;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2610                          ;20-05-26
62;D-023-2013;Denuncia;Terminado - Sanción;20-11-2013;06-02-2014;No;101.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/62                            ;11794;CERVECERIA KROSS- CURACAVI;Región Metropolitana;Curacaví;-33.3633;-71.1551;Agroindustrias;Vinificación / producción de alcohol;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11794                         ;20-05-26
63;D-024-2013;Denuncia;Terminado - Sanción;21-11-2013;14-02-2014;No;8.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/63                            ;2899;SUPERMERCADO 10;Región Metropolitana;Peñalolén;-33.506269;-70.57961;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2899                          ;20-05-26
64;F-026-2013;Fiscalización;Terminado - Sanción;22-11-2013;26-10-2015;No;42.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/64                            ;2535;TURBERA GRAZZIA SAN JUAN;Región de Magallanes y la Antártica Chilena;Punta Arenas;-53.6626;-70.968;Minería;Minera no metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2535                          ;20-05-26
65;D-025-2013;Denuncia;Terminado - Sanción;21-11-2013;18-02-2014;No;6.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/65                            ;13305;OTRA FÁBRICAFABRICA DE ESTRUCTURAS METÁLICAS Y SERVICIO DE OXICORTE;Región Metropolitana;San Miguel;-33.5142188;-70.6594195;Instalación fabril;Otras;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13305                         ;20-05-26
66;D-026-2013;Denuncia;Terminado - PDC Satisfactorio;21-11-2013;11-09-2020;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/66                            ;2827;MAQUITAL;Región Metropolitana;San Miguel;-33.499;-70.6452;Instalación fabril;Otras;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2827                          ;20-05-26
67;F-027-2013;Fiscalización;Terminado - PDC Satisfactorio;22-11-2013;18-11-2016;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/67                            ;1281;CENTRAL TERMICA Y PARQUE EOLICO PUNTA COLORADA;Región de Coquimbo;La Higuera;-29.3666398;-71.0560154;Energía;Central termoeléctrica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1281                          ;20-05-26
68;F-028-2013;Fiscalización;Terminado - Sanción;27-11-2013;25-02-2014;No;0.2;https://snifa.sma.gob.cl/Sancionatorio/Ficha/68                            ;13287;LEÑERÍAESTABLECIMIENTO 500;Región de la Araucanía;Temuco;-38.7402096040632;-72.6112420333504;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13287                         ;20-05-26
69;F-029-2013;Fiscalización;Terminado - Sanción;27-11-2013;25-02-2014;No;0.25;https://snifa.sma.gob.cl/Sancionatorio/Ficha/69                            ;13289;FERIA AGRÍCOLAFRUTAS Y VERDURAS LA GRANJA;Región de la Araucanía;Temuco;-38.7378794;-72.6321228;Agroindustrias;Feria agrícola;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13289                         ;20-05-26
70;F-036-2013;Fiscalización;Terminado - Sanción;27-11-2013;27-03-2014;No;0.2;https://snifa.sma.gob.cl/Sancionatorio/Ficha/70                            ;13331;LEÑERÍASAN CRISTÓBAL;Región de la Araucanía;Temuco;-38.7401717368111;-72.5779469269837;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13331                         ;20-05-26
71;F-030-2013;Fiscalización;Terminado - Sanción;27-11-2013;27-03-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/71                            ;13303;*RESERVADO*;Región de la Araucanía;Temuco;;;Vivienda e Inmobiliarios;Casa habitación;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13303                         ;20-05-26
72;F-031-2013;Fiscalización;Terminado - Sanción;27-11-2013;24-02-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/72                            ;13338;*RESERVADO*;Región de la Araucanía;Temuco;;;Vivienda e Inmobiliarios;Casa habitación;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13338                         ;20-05-26
73;F-037-2013;Fiscalización;Terminado - Sanción;27-11-2013;30-12-2013;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/73                            ;13328;LEÑERÍAESTABLECIMIENTO 503;Región de la Araucanía;Temuco;-38.7331818;-72.567733;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13328                         ;20-05-26
74;F-032-2013;Fiscalización;Terminado - Archivado;27-11-2013;23-12-2022;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/74                            ;13316;*RESERVADO*;Región de la Araucanía;Temuco;;;Vivienda e Inmobiliarios;Casa habitación;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13316                         ;20-05-26
75;F-035-2013;Fiscalización;Terminado - Sanción;27-11-2013;25-02-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/75                            ;13311;*RESERVADO*;Región de la Araucanía;Temuco;;;Vivienda e Inmobiliarios;Casa habitación;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13311                         ;20-05-26
76;F-034-2013;Fiscalización;Terminado - Sanción;27-11-2013;25-02-2014;No;0.2;https://snifa.sma.gob.cl/Sancionatorio/Ficha/76                            ;13310;UNIDAD MÓVILCAMIÓN PATENTE FTLB20;Región de la Araucanía;Temuco;-38.7359018;-72.5903739;Otras categorías;Unidades o equipos móviles;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13310                         ;20-05-26
77;F-033-2013;Fiscalización;Terminado - Sanción;27-11-2013;24-02-2014;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/77                            ;13335;LEÑERÍAESTABLECIMIENTO ESPINOZA;Región de la Araucanía;Temuco;-38.7291643;-72.6086233;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13335                         ;20-05-26
78;D-027-2013;Denuncia;En curso;09-12-2013;;No;29.4;https://snifa.sma.gob.cl/Sancionatorio/Ficha/78                            ;2698;PLANTELES TRANQUE ANGOSTURA;Región del Libertador General Bernardo O'Higgins;Mostazal;-33.9410316264894;-70.6867087944543;Agroindustrias;Plantel de cerdos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2698                          ;20-05-26
79;F-038-2013;Fiscalización;Terminado - Sanción;09-12-2013;25-10-2017;No;320.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/79                            ;2476;VERTEDERO TEMUCO;Región de la Araucanía;Temuco;-38.6615579083929;-72.7202278201294;Saneamiento Ambiental;Vertedero;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2476                          ;20-05-26
80;F-039-2013;Fiscalización;Terminado - PDC Satisfactorio;26-12-2013;09-03-2017;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/80                            ;2442;RELLENO SANITARIO E INDUSTRIAL COPIULEMU;Región del Biobío;Florida;-36.857048;-72.864033;Saneamiento Ambiental;Relleno sanitario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2442                          ;20-05-26
