ProcesoSancionId;Expediente;ProcesoSancionTipoNombre;ProcesoSancionEstado;FechaInicio;FechaTermino;ConfirmaPdC;MultaTotalUTA;LinkSNIFA;UnidadFiscalizableId;Nombre;RegionNombre;ComunaNombre;Latitud;Longitud;CategoriaEconomicaNombre;SubCategoriaEconomicaNombre;LinkSNIFA_UF;FechaActualizacion
2620;D-145-2021;Denuncia;En curso;22-06-2021;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2620                          ;16748;VERTEDERO ACONSER MOCOPULLI (EX NAJAR);Región de los Lagos;Dalcahue;-42.36567007731624;-73.74551930699454;Saneamiento Ambiental;Planta de tratamiento de RISes;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16748                         ;20-05-26
2621;D-142-2021;Denuncia;Terminado - PDC Satisfactorio;22-06-2021;04-04-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2621                          ;18294;PFV LOS CORRALES DEL VERANO;Región Metropolitana;Padre Hurtado;-33.565957890601474;-70.91108510937792;Energía;Parque solar;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18294                         ;20-05-26
2622;D-140-2021;Denuncia;En curso;15-06-2021;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2622                          ;18150;EDIFICIO PRAT AP1733;Región de Los Ríos;Valdivia;-39.81981746152568;-73.22883782511988;Vivienda e Inmobiliarios;Conjunto habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18150                         ;20-05-26
2623;D-151-2021;Denuncia;Programa de Cumplimiento en ejecución;29-06-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2623                          ;17940;MAQUINARIAS SANTIAGO;Región Metropolitana;La Cisterna;-33.53289806603034;-70.66938613330223;Instalación fabril;Otras;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17940                         ;20-05-26
2624;F-071-2021;Fiscalización;Programa de Cumplimiento en ejecución;29-06-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2624                          ;16802;MADERERA LEONESA;Región de Ñuble;Chillán Viejo;-36.62763342941177;-72.16631987794494;Forestal;Aserradero / procesadora de madera;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16802                         ;20-05-26
2625;D-150-2021;Denuncia;En curso;29-06-2021;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2625                          ;15357;CONSTRUCCIÓN EX-CLÍNICA SARA MONCADA;Región Metropolitana;Providencia;-33.4314474;-70.6093325;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15357                         ;20-05-26
2626;D-143-2021;Denuncia;Terminado - Sanción;01-07-2021;06-07-2022;No;1300.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2626                          ;4510;CES ARACENA 14 (RNA 120096);Región de Magallanes y la Antártica Chilena;Punta Arenas;-54.075222;-71.243639;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4510                          ;20-05-26
2627;D-148-2021;Denuncia;Terminado - Sanción;25-06-2021;27-12-2024;No;64.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2627                          ;17969;CONSTRUCCIÓN EDIFICIO SAN DIEGO;Región Metropolitana;Santiago;-33.44662444156581;-70.65129102813546;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17969                         ;20-05-26
2628;F-072-2021;Fiscalización;Terminado - PDC Satisfactorio;02-07-2021;11-08-2023;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2628                          ;2428;CERDOS PELARCO;Región del Maule;Pelarco;-35.37087464794349;-71.30583435542479;Agroindustrias;Plantel de cerdos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2428                          ;20-05-26
2629;D-139-2021;Denuncia;Terminado - PDC Satisfactorio;02-07-2021;06-11-2024;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2629                          ;17931;TALLER MECANICO MIQUELES;Región de Arica y Parinacota;Arica;-18.4853916168213;-70.2928237915039;Equipamiento;Otros equipamientos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17931                         ;20-05-26
2630;D-154-2021;Denuncia;Programa de Cumplimiento en ejecución;30-06-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2630                          ;15780;HIDROELÉCTRICA ARRAYÁN;Región Metropolitana;Lo Barnechea;-33.3649177;-70.4828847;;;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15780                         ;20-05-26
2631;D-155-2021;Denuncia;Terminado - Sanción;30-06-2021;20-12-2021;No;2.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2631                          ;15956;LEROY TRAINING;Región Metropolitana;San Miguel;-33.4942941;-70.64700060000001;Equipamiento;Centro deportivo / gimnasio;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15956                         ;20-05-26
2632;D-141-2021;Denuncia;Terminado - Sanción;30-06-2021;19-04-2024;No;673.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2632                          ;6808;EXTRACCION ARIDOS SOPRAMAT CAUCE DEL RIO DIGUILLIN - SECTOR LOS TILOS;Región de Ñuble;Bulnes;-36.882157;-72.198455;Minería;Minera no metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/6808                          ;20-05-26
2633;F-074-2021;Fiscalización;Terminado - PDC Satisfactorio;07-07-2021;08-04-2026;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2633                          ;12051;LINEA DE TRANSMISION Y SUBESTACION ELECTRICA SAN JUAN;Región de Atacama;Freirina;-28.878895;-71.46255;Energía;Línea de transmisión;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/12051                         ;20-05-26
2635;D-156-2021;Denuncia;Terminado - PDC Satisfactorio;06-07-2021;01-08-2023;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2635                          ;15861;JTP SOLUCIONES SPA;Región Metropolitana;Quinta Normal;-33.4317465;-70.69263039999998;Instalación fabril;Planta procesadora de Madera (tratamiento / remanofacturación);http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15861                         ;20-05-26
2636;D-146-2021;Denuncia;Programa de Cumplimiento en ejecución;24-06-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2636                          ;15894;ELEVARTE CIRCO Y YOGA;Región Metropolitana;Las Condes;-33.4244049;-70.56028279999998;Equipamiento;Centro deportivo / gimnasio;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15894                         ;20-05-26
2637;D-147-2021;Denuncia;Terminado - Sanción;24-06-2021;08-03-2022;No;1.7;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2637                          ;17232;VULCANIZACIÓN BRENDA JARAMILLO;Región Metropolitana;Quinta Normal;-33.412657;-70.701809;Equipamiento;Otros equipamientos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17232                         ;20-05-26
2638;F-075-2021;Fiscalización;En curso;08-07-2021;;No;1.3;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2638                          ;15793;PLANTA ASERRADERO AGRÍCOLA Y FORESTAL CAREN;Región de la Araucanía;Padre las Casas;-38.7672094154625;-72.59707139954503;Forestal;Aserradero / procesadora de madera;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15793                         ;20-05-26
2639;D-159-2021;Denuncia;Programa de Cumplimiento en ejecución;07-07-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2639                          ;15681;SUPERMERCADO ACUENTA SALAMANCA;Región de Coquimbo;Salamanca;-31.7823884;-70.9620089;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15681                         ;20-05-26
2640;F-073-2021;Fiscalización;Terminado - PDC Satisfactorio;11-03-2022;14-02-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2640                          ;8248;PISCICOLA LLALLALCA;Región de Los Ríos;Panguipulli;-39.82942324;-71.98102129;Pesca y Acuicultura;Centro de cultivo de peces;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/8248                          ;20-05-26
2641;D-161-2021;Denuncia;Programa de Cumplimiento en ejecución;14-07-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2641                          ;5432;CES CÓRDOVA 3 ISLA (RNA 120152);Región de Magallanes y la Antártica Chilena;Punta Arenas;-53.228431;-73.501944;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5432                          ;20-05-26
2642;D-163-2021;Denuncia;En curso;12-07-2021;;No;4.7;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2642                          ;16264;ASERRADERO DURA POSTE;Región del Maule;Cauquenes;-36.00799148119643;-72.28635292649119;Forestal;Aserradero / procesadora de madera;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16264                         ;20-05-26
2643;D-164-2021;Denuncia;En curso;15-07-2021;;No;2.9;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2643                          ;15914;CAFETERÍA TASTY BEAT;Región Metropolitana;Las Condes;-33.40453607343127;-70.57074149999994;Equipamiento;Restorán / Servicio de comidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15914                         ;20-05-26
2644;D-165-2021;Denuncia;Terminado - Sanción;15-07-2021;21-12-2021;No;7.2;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2644                          ;14741;GRANALLADO CON ACERO (REVESTIMIENTOS MORA HERMANOS LTDA.);Región Metropolitana;La Pintana;-33.6239767;-70.63933279999998;Instalación fabril;Otras;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14741                         ;20-05-26
2645;D-152-2021;Denuncia;Programa de Cumplimiento en ejecución;30-06-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2645                          ;15912;TEMPLO EVANGÉLICO SÉ QUE MI REDENTOR VIVE;Región Metropolitana;San Bernardo;-33.5880325;-70.68729150000001;Equipamiento;Centro de culto religioso / espiritual;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15912                         ;20-05-26
2646;D-166-2021;Denuncia;Programa de Cumplimiento en ejecución;22-07-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2646                          ;10295;CANDELARIA;Región de Atacama;Tierra Amarilla;-27.5217;-70.3088;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10295                         ;20-05-26
2647;D-167-2021;Denuncia;Terminado - PDC Satisfactorio;26-07-2021;27-07-2023;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2647                          ;18444;ASERRADERO CENTRAL;Región de Magallanes y la Antártica Chilena;Natales;-51.72914;-72.497473;Forestal;Aserradero / procesadora de madera;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18444                         ;20-05-26
2648;D-149-2021;Denuncia;Terminado - Sanción;22-07-2021;28-03-2022;No;2.2;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2648                          ;17946;CARNES GANADERO;Región de Aysén del General Carlos Ibáñez del Campo;Coyhaique;-45.577816;-72.068116;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17946                         ;20-05-26
2649;D-144-2021;Denuncia;Programa de Cumplimiento en ejecución;17-06-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2649                          ;18067;LAVADO DE AUTOS CARWASH;Región de Los Ríos;Valdivia;-39.82167550437655;-73.24964614282767;Equipamiento;Otros equipamientos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18067                         ;20-05-26
2650;A-001-2021;Autodenuncia;Terminado - PDC Satisfactorio;27-07-2021;17-12-2024;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2650                          ;18053;TEAM FOODS CHILE SPA;Región Metropolitana;Maipú;-33.53883;-70.76354;Agroindustrias;Planta procesadora de productos pecuarios;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18053                         ;20-05-26
2651;D-173-2021;Denuncia;Terminado - Sanción;04-08-2021;06-04-2022;No;6.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2651                          ;16249;CHICKEN FACTORY MARIBÉRICO;Región Metropolitana;Ñuñoa;-33.4442854;-70.5725256;Equipamiento;Restorán / Servicio de comidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16249                         ;20-05-26
2652;D-169-2021;Denuncia;En curso;28-07-2021;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2652                          ;3483;ARIDOS MAIPU S.A.;Región Metropolitana;Maipú;-33.520217;-70.72556;Minería;Minera no metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/3483                          ;20-05-26
2653;D-170-2021;Denuncia;Terminado - Sanción;29-07-2021;19-01-2026;No;78.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2653                          ;15947;COMERCIAL VALENCIA;Región Metropolitana;Estación Central;-33.4650662;-70.68841529999997;Equipamiento;Oficina comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15947                         ;20-05-26
2654;D-160-2021;Denuncia;Terminado - PDC Satisfactorio;28-07-2021;29-04-2026;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2654                          ;18468;PROYECTO EDIFICIO LE BRABANT;Región Metropolitana;Providencia;-33.43178219998749;-70.59485543660077;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18468                         ;20-05-26
2655;F-076-2021;Fiscalización;Programa de Cumplimiento en ejecución;30-07-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2655                          ;7019;HOTEL RIO SERRANO;Región de Magallanes y la Antártica Chilena;Torres del Paine;-51.23448633333334;-72.97842366666667;Equipamiento;Establecimiento / Infraestructura para turismo;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/7019                          ;20-05-26
2657;D-162-2021;Denuncia;Terminado - Sanción;08-07-2021;12-09-2022;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2657                          ;16224;AGRÍCOLA EL CARDONAL;Región de Valparaíso;Santo Domingo;-33.6659152;-71.6162918;Agroindustrias;Producción agrícola / cultivos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16224                         ;20-05-26
2658;D-172-2021;Denuncia;Terminado - PDC Satisfactorio;03-08-2021;13-10-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2658                          ;4710;CES CHIVATO 1 (RNA 110441);Región de Aysén del General Carlos Ibáñez del Campo;Aysén;-45.21227;-74.018373;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4710                          ;20-05-26
2658;D-172-2021;Denuncia;Terminado - PDC Satisfactorio;03-08-2021;13-10-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2658                          ;4716;CES VICTORIA (RNA 110680);Región de Aysén del General Carlos Ibáñez del Campo;Aysén;-45.210222;-74.077378;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4716                          ;20-05-26
2659;D-175-2021;Denuncia;Terminado - Sanción;05-08-2021;09-08-2024;No;18.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2659                          ;9046;PRUNESCO S.A. (CIRUELAS) - PIRQUE;Región Metropolitana;Pirque;-33.627122666666665;-70.55784033333333;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9046                          ;20-05-26
2660;D-168-2021;Denuncia;Terminado - Sanción;02-08-2021;14-11-2025;No;3.2;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2660                          ;16088;SERVITUR HOTELES;Región Metropolitana;Providencia;-33.4229462;-70.61425429999997;Equipamiento;Establecimiento / Infraestructura para turismo;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16088                         ;20-05-26
2661;D-174-2021;Denuncia;Programa de Cumplimiento en ejecución;03-08-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2661                          ;16110;CANCHAS SINTÉTICAS COFEMA LAUTARO;Región de la Araucanía;Lautaro;-38.5084312;-72.45413429999996;Equipamiento;Centro deportivo / gimnasio;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16110                         ;20-05-26
2662;D-176-2021;Denuncia;En curso;13-08-2021;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2662                          ;18102;EDIFICIOS ERRAZURIZ SUR;Región de Los Ríos;Valdivia;-39.846555206560105;-73.20545824128335;Vivienda e Inmobiliarios;Proyecto Inmobiliario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18102                         ;20-05-26
2663;F-078-2021;Fiscalización;Terminado - Sanción;13-08-2021;05-05-2022;No;1.2;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2663                          ;17729;CORTADURÍA ERRÁZURIZ;Región de Los Ríos;Valdivia;-39.834376;-73.21667;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17729                         ;20-05-26
2664;F-080-2021;Fiscalización;Terminado - Sanción;13-08-2021;11-07-2025;No;1.8;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2664                          ;17090;MADERAS DEL SUR LTDA;Región de los Lagos;Osorno;-40.565769;-73.178712;Forestal;Aserradero / procesadora de madera;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17090                         ;20-05-26
2665;F-079-2021;Fiscalización;Terminado - Sanción;13-08-2021;28-10-2024;No;1.2;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2665                          ;17779;CALOR DE MELY LEÑERÍA;Región de los Lagos;Osorno;-40.55799;-73.200797;Equipamiento;Centro de comercialización de leña;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17779                         ;20-05-26
2666;D-158-2021;Denuncia;Programa de Cumplimiento en ejecución;06-08-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2666                          ;16038;PUB TRIBUT;Región de Antofagasta;Antofagasta;-23.67215070906956;-70.40926069021225;Equipamiento;Discoteca / pub;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16038                         ;20-05-26
2667;D-137-2021;Denuncia;Programa de Cumplimiento en ejecución;28-07-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2667                          ;18017;EDIFICIO SAN PABLO 1433-1441;Región Metropolitana;Santiago;-33.43446290261091;-70.65792154887319;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18017                         ;20-05-26
2668;D-153-2021;Denuncia;En curso;16-08-2021;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2668                          ;2386;PTAS SECTOR SAN LEON DE MORZA;Región del Maule;Teno;-34.822969;-71.020361;Saneamiento Ambiental;Planta de Tratamiento de Aguas Servidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2386                          ;20-05-26
2669;F-081-2021;Fiscalización;En curso;17-08-2021;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2669                          ;11455;MATADERO INDUCAR COYHAIQUE;Región de Aysén del General Carlos Ibáñez del Campo;Coyhaique;-45.58683293;-72.0150094;Agroindustrias;Matadero / frigorífico;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11455                         ;20-05-26
2670;D-182-2021;Denuncia;Terminado - Sanción;17-08-2021;21-04-2025;No;2.8;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2670                          ;2446;PLANTA CAMANCHACA-CORONEL;Región del Biobío;Coronel;-37.02353125;-73.15389925;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2446                          ;20-05-26
2672;D-177-2021;Denuncia;Terminado - Sanción;16-08-2021;20-03-2023;No;9.3;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2672                          ;13738;RESTORÁNPICCOLA ITALIA PROVIDENCIA;Región Metropolitana;Providencia;-33.4239213;-70.6091788;Equipamiento;Restorán / Servicio de comidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13738                         ;20-05-26
2673;D-178-2021;Denuncia;Terminado - Sanción;16-08-2021;24-05-2024;No;67.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2673                          ;16089;BANCO ESTADO PROVIDENCIA 1710;Región Metropolitana;Providencia;-33.4262305;-70.61558289999999;Equipamiento;Oficina comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16089                         ;20-05-26
2674;D-180-2021;Denuncia;Programa de Cumplimiento en ejecución;16-08-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2674                          ;16119;FORMAC;Región Metropolitana;Estación Central;-33.46388170000001;-70.72217979999999;Instalación fabril;Planta metalúrgica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16119                         ;20-05-26
2675;D-181-2021;Denuncia;Terminado - Sanción;16-08-2021;03-05-2022;No;20.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2675                          ;15939;RECINTO DEPORTIVO MARCO SOTO;Región Metropolitana;Conchalí;-33.3726714;-70.68124269999998;Equipamiento;Centro deportivo / gimnasio;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/15939                         ;20-05-26
2676;F-083-2021;Fiscalización;Programa de Cumplimiento en ejecución;19-08-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2676                          ;14897;ETFA 010-01- CESMEC S.A SEDE SANTIAGO;Región Metropolitana;Colina;-33.3062141;-70.71101759999999;ETFA;Agua potable/bebida;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14897                         ;20-05-26
2677;F-082-2021;Fiscalización;Programa de Cumplimiento en ejecución;19-08-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2677                          ;2522;CENTRO INTEGRAL DE PROCESAMIENTO DE REDES ACUICOLAS;Región de Aysén del General Carlos Ibáñez del Campo;Aysén;-45.420091;-72.752022;Pesca y Acuicultura;Centro de redes;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2522                          ;20-05-26
2678;D-184-2021;Denuncia;Terminado - PDC Satisfactorio;19-08-2021;29-01-2026;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2678                          ;9805;TALLER B Y B;Región de Aysén del General Carlos Ibáñez del Campo;Cisnes;-44.7580805;-72.6761355;Pesca y Acuicultura;Centro de redes;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9805                          ;20-05-26
2679;F-077-2021;Fiscalización;Programa de Cumplimiento en ejecución;23-08-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2679                          ;14889;ETFA 001-03-BIODIVERSA LABORATORIO VIÑA DEL MAR;Región de Valparaíso;Viña del Mar;-33.0028095;-71.54373340000001;ETFA;Agua potable/bebida;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14889                         ;20-05-26
2680;D-183-2021;Denuncia;Suspendido;23-08-2021;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2680                          ;13726;PLANTA TLS MAGALLANES SPA;Región de Magallanes y la Antártica Chilena;San Gregorio;-52.639707;-70.795838;Saneamiento Ambiental;Planta de reciclaje;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13726                         ;20-05-26
2681;F-084-2021;Fiscalización;Terminado - Absolución;25-08-2021;10-05-2022;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2681                          ;1802;FUNDICION Y REFINERIA VENTANAS;Región de Valparaíso;Puchuncaví;-32.753152;-71.479373;Instalación fabril;Fundición;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1802                          ;20-05-26
2682;F-085-2021;Fiscalización;En curso;06-10-2021;;No;269.8;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2682                          ;1641;REFINERIA ACONCAGUA - CONCON;Región de Valparaíso;Concón;-32.923455;-71.506823;Instalación fabril;Planta de Refinería;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1641                          ;20-05-26
2683;D-185-2021;Denuncia;En curso;26-08-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2683                          ;16544;LÍNEA DE TRANSMISIÓN LO AGUIRRE – ALTO MELIPILLA Y ALTO MELIPILLA;Región Metropolitana;Melipilla;-33.6861588;-71.2166838;Energía;Línea de transmisión;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16544                         ;20-05-26
2684;D-179-2021;Denuncia;Terminado - Sanción;31-08-2021;25-02-2022;No;2.1;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2684                          ;14872;PANADERIA LAS DELICIAS;Región de los Lagos;Puerto Montt;-41.4727532;-72.91167919999998;Equipamiento;Panadería;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14872                         ;20-05-26
2685;D-186-2021;Denuncia;Terminado - Sanción;01-09-2021;24-02-2025;No;81.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2685                          ;16002;MUELLE EMPRESA PORTUARIA AUSTRAL - NATALES;Región de Magallanes y la Antártica Chilena;Natales;-51.73043474558057;-72.515372382946;Infraestructura Portuaria;Puerto;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/16002                         ;20-05-26
2686;D-187-2021;Denuncia;Programa de Cumplimiento en ejecución;06-09-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2686                          ;7022;HUEVOS AGRICOVIAL S.A. - SAN BERNARDO;Región Metropolitana;San Bernardo;-33.697041;-70.759031;Agroindustrias;Plantel de aves;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/7022                          ;20-05-26
2687;D-192-2021;Denuncia;Programa de Cumplimiento en ejecución;08-09-2021;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2687                          ;17555;PROYECTO INMOBILIARIO TENIENTE MONTT IMANQUEHUE;Región Metropolitana;Ñuñoa;-33.449486;-70.611153;Vivienda e Inmobiliarios;Proyecto Inmobiliario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17555                         ;20-05-26
2688;D-188-2021;Denuncia;Terminado - Sanción;07-09-2021;27-06-2025;No;62.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2688                          ;17963;EDIFICIO NEW CENTER FREIRE CISS;Región del Biobío;Concepción;-36.82281062386127;-73.04470658477807;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17963                         ;20-05-26
2689;D-194-2021;Denuncia;Terminado - Sanción;08-09-2021;22-06-2022;No;57.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2689                          ;18166;PROYECTO NEW EGAÑA STYLE;Región Metropolitana;Ñuñoa;-33.45614112002575;-70.57184132255146;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18166                         ;20-05-26
2690;D-189-2021;Denuncia;En curso;07-09-2021;09-08-2024;No;88.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/2690                          ;18132;EDIFICIO BARLOVENTO LOTE A3;Región de Antofagasta;Antofagasta;-23.69500297610457;-70.4191351843036;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18132                         ;20-05-26
